	SRR8134496	SRR8134484	SRR8134499	SRR8134480	SRR8134485	SRR8134483	SRR8134482	SRR8134481	SRR8134500	SRR8134497	SRR8134501	SRR8134498
C14orf180	0	2	0	3	5	6	0	3	0	0	0	0
ZFYVE21	396	28	207	44	61	83	22	60	385	245	234	261
PIP4P1	1499	192	905	225	385	291	185	274	1586	1200	1118	1051
WDR20	657	99	309	125	206	150	92	157	698	428	411	439
DAAM1	614	119	370	118	191	98	38	172	633	440	512	403
CCDC198	423	68	131	50	92	58	35	94	344	201	178	171
GPHN	1165	187	579	203	350	298	131	222	1184	854	762	831
METTL17	1931	96	660	147	237	159	108	165	2244	849	865	1548
GSC	0	0	0	3	5	6	1	1	0	0	0	0
RBBP4P5	56	3	18	1	4	3	5	6	66	14	19	52
ENSG00000256081	3	3	3	2	5	1	5	2	0	3	2	1
OR10G1P	0	5	0	0	1	1	0	4	0	0	0	0
UBE2NP1	3	2	0	1	6	4	7	0	2	1	0	0
TRAV1-1	0	1	0	1	1	0	0	1	0	0	1	0
OR10G2	0	0	4	2	0	3	2	8	0	0	0	2
TRAV1-2	0	1	0	0	0	0	0	0	0	0	0	0
ARL6IP1P1	0	1	0	4	1	0	0	2	0	0	0	0
ENSG00000256350	0	0	0	0	0	0	1	0	0	0	0	0
TRAV2	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000248358	0	0	0	1	1	5	0	0	0	0	0	0
TRAV3	0	0	0	1	2	1	0	0	0	0	0	0
TRAV4	0	0	0	3	0	1	0	0	0	0	0	0
TRAV5	0	2	0	1	2	3	0	0	0	0	0	0
RPL4P1	11	2	6	2	8	1	0	2	9	5	0	5
OR4Q3	0	5	2	2	3	2	0	1	0	0	0	0
BCL2L2	817	22	323	40	64	49	20	57	840	381	426	503
HMGN2P2	4	0	0	2	0	2	0	1	5	2	0	1
TSHR	3	22	0	30	36	39	17	39	6	4	0	0
BHLHB9P1	0	8	0	1	11	10	1	10	0	0	0	0
RPL17P3	0	0	0	3	5	0	1	3	0	1	0	0
ENSG00000271656	0	0	0	0	0	4	0	3	0	0	0	0
NMNAT1P1	0	1	0	0	1	6	0	3	0	0	0	0
ENSG00000286686	0	42	0	45	99	53	33	70	0	1	0	0
GTF2A1	875	228	668	305	489	264	149	425	764	778	773	495
SNORA79	0	0	0	1	2	1	1	1	0	0	0	0
DYNLL1P1	14	0	8	0	0	0	1	0	18	3	9	16
UNGP3	1	1	0	3	10	0	2	1	0	0	0	0
ENSG00000242163	9	1	2	0	5	3	1	0	7	3	1	4
DYNLL1P2	0	0	0	1	0	1	0	0	0	3	0	0
LINC02308	0	0	0	0	1	1	1	4	0	0	0	0
RTL1	0	0	1	2	0	7	1	7	0	0	1	0
Y_RNA	0	0	0	0	3	2	0	1	0	0	0	0
EIF2S1	3797	107	1479	178	280	192	130	216	3586	1715	1614	2548
PLEK2	0	3	4	10	22	14	5	12	7	0	1	2
MIR5694	0	0	0	1	1	1	0	0	0	0	0	0
BATF	2897	162	1182	235	389	275	156	276	2494	1631	1457	1628
FLVCR2	90	13	75	14	15	16	9	36	81	66	73	73
ENSG00000242951	362	0	220	2	3	0	1	8	395	229	219	274
RNA5SP387	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000280494	0	0	0	0	0	0	0	0	0	0	0	0
TTLL5	613	142	254	169	275	208	112	188	619	300	328	433
ERG28	1732	33	902	36	54	34	34	59	1929	1133	987	1432
ENSG00000283629	0	1	0	1	8	4	3	6	0	0	0	0
GPATCH2L	1592	503	1533	503	1317	1401	549	631	1464	1364	1779	1105
ENSG00000258454	4	11	0	13	22	28	7	18	3	0	5	3
ENSG00000280078	3	7	0	11	16	7	7	10	0	0	0	3
ENSG00000258402	0	2	0	0	0	1	0	1	0	0	0	0
IFT43	202	53	135	48	103	104	46	89	213	106	172	152
PLEKHH1	48	28	48	61	91	73	36	62	28	50	15	32
PIGH	350	42	160	55	101	79	30	60	336	260	244	164
ENSG00000259502	2	4	3	6	4	5	1	4	0	0	0	1
ENSG00000259648	0	4	1	3	4	9	11	13	1	0	0	0
Y_RNA	0	0	0	0	0	1	0	0	0	0	0	0
ARG2	12	9	33	16	28	16	4	17	15	19	75	9
ENSG00000286861	5	7	1	11	15	14	4	25	4	2	0	1
VTI1B	927	140	388	235	259	211	114	267	896	551	505	578
COX7A2P1	0	3	1	1	4	1	4	5	0	4	0	0
RNA5SP386	0	2	0	1	1	4	0	0	0	0	0	0
ENSG00000258466	2	0	1	0	0	4	3	0	2	0	3	0
RDH11	1671	47	1189	92	169	144	65	153	1527	1288	1325	1072
RDH12	1	3	0	3	6	7	0	6	1	0	1	0
RN7SL369P	0	1	0	1	3	0	1	0	0	0	0	0
RPL21P9	1	0	0	1	7	2	0	2	3	0	0	0
ENSG00000271697	0	0	0	0	1	1	0	0	0	1	0	0
RN7SL213P	0	1	0	1	0	3	0	0	0	0	0	0
ENSG00000258759	39	1	32	3	1	2	0	4	50	34	34	42
ENSG00000274666	0	4	0	1	1	5	1	6	2	0	0	0
IGBP1P1	20	3	16	1	7	9	1	5	16	26	29	10
ENSG00000279434	4	4	7	1	10	4	3	9	7	14	6	4
ENSG00000283098	0	15	0	15	35	19	17	22	0	0	0	0
RNU7-93P	0	0	0	0	0	0	0	0	0	0	0	0
SFTA3	0	0	0	0	0	0	0	0	0	0	0	0
SFTA3	0	1	0	3	5	0	4	2	0	1	0	0
NKX2-1-AS1	0	2	0	3	5	4	3	0	0	0	0	0
PHKBP2	0	2	0	3	0	3	0	1	0	0	0	0
RPL29P3	0	0	1	0	0	0	0	0	0	1	1	1
NKX2-8	0	1	0	2	2	2	3	1	0	0	0	0
RN7SKP257	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000258661	0	6	0	1	15	3	2	6	0	0	0	0
PAX9	29	8	1	14	27	13	9	31	4	6	7	5
SF3B4P1	4	0	0	0	0	0	0	0	4	6	1	4
PALS1	418	166	271	274	343	335	183	289	360	287	314	275
ENSG00000286319	0	6	0	2	2	2	3	6	0	1	0	0
ATP6V1D	755	202	280	313	430	310	193	379	643	404	370	453
SRP54	2501	124	1302	173	297	238	114	251	2369	1316	1447	1651
IGHV4-39	27	2	24	2	7	1	1	1	267	5	93	90
IGHV7-40	0	0	0	0	5	0	0	2	1	0	0	0
ENSG00000228757	0	1	0	0	0	0	0	0	0	0	0	0
IGHVII-40-1	0	0	0	0	3	0	0	1	0	0	0	0
IGHV3-41	2	1	1	1	7	0	3	2	1	0	1	2
HOMER2P1	0	1	0	3	6	0	0	0	1	0	0	0
IGHV3-42	0	0	0	0	1	0	0	0	0	0	0	0
IGHV3-43	53	1	8	2	2	3	2	0	669	8	52	1
IGHVII-43-1	0	1	0	1	0	1	1	0	0	0	0	0
IGHVIII-44	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283464	0	0	0	0	0	0	0	0	0	0	0	0
LINC00221	0	5	0	13	25	14	8	9	0	0	0	0
IGHVIV-44-1	0	2	0	0	0	2	0	0	0	0	0	0
IGHVII-44-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1-45	0	1	0	0	6	9	9	0	0	0	0	2
IGHV1-46	112	2	2	0	15	14	9	1	43	87	21	16
IGHVII-46-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-47	1	0	0	2	4	1	2	1	168	1	0	0
IGHVIII-47-1	0	2	0	1	4	7	1	2	0	0	0	0
IGHV3-48	40	4	9	1	10	8	1	0	6777	12	1288	32
IGHV3-49	86	3	1	3	4	2	1	3	39	38	40	0
IGHVII-49-1	0	0	0	0	1	0	2	3	0	0	0	0
IGHV3-50	0	1	0	1	0	0	0	0	0	0	0	0
IGHV5-51	5	1	205	1	4	3	2	1	48	7	17	488
IGHVII-51-2	0	0	0	0	1	0	0	0	0	0	0	0
IGHV3-52	0	2	0	1	1	4	2	3	11	2	1	0
IGHV3-53	23	12	9	3	23	5	2	5	9462	10	3517	6
IGHVII-53-1	0	1	0	0	1	1	1	2	0	0	0	0
IGHV3-54	0	1	0	0	0	1	2	1	0	0	0	0
IGHV4-55	8	0	20	0	11	4	1	0	621	5	420	22
IGHV7-56	0	0	0	0	0	0	2	0	0	0	0	0
IGHV3-57	0	0	0	0	6	0	2	0	0	0	0	0
IGHV1-58	0	0	0	0	0	2	0	0	0	0	0	4
IGHV4-59	1	1	145	1	0	3	5	9	69	2	58	1102
IGHV3-60	3	1	0	0	0	3	1	0	0	2	0	0
IGHV8-51-1	0	0	0	4	1	0	0	2	0	0	0	0
NEK9	4162	155	1880	207	426	240	163	299	3897	2338	2176	2864
ENSG00000279140	8	50	12	62	105	82	44	86	5	7	7	6
LINC00638	37	2	10	6	0	14	4	3	28	31	18	16
RPS26P49	0	4	0	1	0	1	0	0	0	0	0	0
RPS2P4	11	1	4	0	0	0	0	0	17	5	2	15
MARK3	1999	418	1213	504	776	716	333	636	1693	1426	1367	1097
NYNRIN	5	15	1	14	21	34	18	15	2	2	3	2
CBLN3	215	52	186	74	143	110	58	85	217	162	183	197
KHNYN	2366	228	1177	300	607	487	267	442	2680	1417	1532	1783
CMA1	18	5	5	5	2	7	1	7	6	5	2	40
ENSG00000258657	0	2	0	7	8	5	0	6	0	1	0	0
GZMH	60	8	4	34	17	19	8	26	16	38	16	6
CTSG	1	1	0	9	3	6	1	3	1	1	0	0
FXNP1	0	1	0	1	0	0	0	1	0	0	0	0
NRXN3	45	26	53	23	57	53	19	39	16	27	30	27
RNA5SP388	0	0	0	0	0	3	0	1	0	0	0	0
RPS26P48	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000258723	0	3	0	1	5	0	0	0	0	0	0	0
ENSG00000258719	0	0	0	2	3	0	1	2	0	0	0	0
ENSG00000258874	0	1	0	2	4	0	0	1	0	0	0	0
ENSG00000258478	0	2	0	5	2	9	2	2	0	0	0	0
ENSG00000258829	0	4	0	1	0	2	0	0	0	0	0	0
ENSG00000258419	0	1	0	4	0	1	0	0	0	0	0	0
ENSG00000258662	0	0	0	0	1	0	0	6	0	0	0	0
ENSG00000259106	0	1	0	0	0	0	3	1	0	0	0	0
ENSG00000287118	0	2	0	3	6	2	0	2	0	0	0	0
ENSG00000258637	0	1	0	0	8	2	0	2	0	0	0	0
ENSG00000258416	0	1	0	1	0	1	1	4	0	0	0	0
ENSG00000287913	0	82	2	73	209	163	84	82	3	0	2	0
RNU6-921P	0	0	0	0	3	5	0	0	0	0	0	0
MAGOH3P	1	0	1	1	0	2	1	3	2	2	0	0
BLZF2P	0	2	0	1	9	7	6	4	0	0	0	0
HMGN1P3	0	0	0	0	0	0	0	0	0	0	0	0
BANF1P1	0	1	0	0	0	2	0	0	0	0	0	0
ACTN1-DT	0	4	0	9	9	2	6	6	1	0	0	0
RPS29P1	0	0	0	0	1	0	0	0	0	0	0	0
DCAF5	1845	102	1066	140	242	174	89	164	1834	1368	1478	1259
DDX18P1	7	5	10	8	28	7	9	10	3	25	10	10
Y_RNA	0	2	0	0	0	3	1	1	0	0	0	0
ENSG00000276063	0	4	0	2	7	3	3	2	0	0	0	0
ENSG00000278587	0	1	0	0	0	0	0	1	0	0	0	0
SYF2P1	0	1	0	1	0	2	1	0	0	0	0	0
G2E3	436	180	270	327	549	499	229	295	377	311	342	236
UBE2CP1	1	0	1	0	0	5	0	2	4	3	1	1
RPL12P5	0	0	0	1	4	0	1	1	0	0	0	0
SCFD1	1483	171	782	255	421	316	156	333	1282	815	879	884
ENSG00000280281	0	2	0	7	13	1	1	4	0	0	0	0
SERPINA10	2	9	1	13	14	16	9	27	3	0	3	0
SERPINA6	13	2	1	0	9	6	1	10	6	6	1	9
SERPINA1	19	8	6	20	14	28	4	10	23	7	9	5
ENSG00000256357	0	1	0	0	0	2	1	2	0	0	0	0
SERPINA11	0	0	0	4	2	3	2	1	1	0	0	0
SERPINA9	2	2	0	6	22	2	1	5	0	0	0	0
SERPINA12	1	3	0	4	8	13	4	5	1	0	0	0
PARP2	1030	17	445	28	48	41	19	36	945	534	511	610
DGLUCY	1636	535	670	646	1212	887	418	992	1827	1068	1106	1129
ADCY4	23	20	4	24	45	48	24	49	16	8	29	8
C14orf132	4	10	23	11	30	29	7	19	9	1	4	15
ESRRB	2	9	0	16	17	20	7	20	6	0	4	2
BDKRB2	0	10	0	12	18	13	4	13	0	0	0	0
FOXN3	2112	169	1007	249	381	260	138	266	1974	1648	1532	1285
MMP14	25	36	39	26	48	38	17	27	38	35	26	26
ENSG00000252800	0	14	1	13	33	36	16	24	0	0	0	0
ENSG00000258962	0	2	0	4	4	5	2	2	0	0	0	0
U3	0	0	0	0	1	2	0	0	0	0	0	0
ENSG00000260711	4	14	8	27	20	29	13	23	2	2	3	1
TC2N	23	22	75	30	62	54	28	31	55	28	59	45
TRIP11	776	198	453	313	513	421	215	438	612	515	492	513
ENSG00000259020	276	3	35	7	3	3	4	1	292	48	50	220
NDUFB1	1452	219	845	284	456	323	173	367	1698	833	929	1127
CPSF2	2217	212	963	302	491	316	204	340	1960	1186	1034	1347
TOX4	2092	84	1136	100	208	182	87	147	2283	1282	1370	1510
METTL3	1836	180	832	247	433	344	155	335	1858	1123	1081	1333
SALL2	88	22	115	36	70	67	21	38	104	69	113	82
ENSG00000257096	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP193	0	2	0	0	1	5	0	9	0	0	0	0
Y_RNA	1	21	0	15	38	18	15	24	0	0	0	0
VCPKMT	358	125	190	185	235	231	135	227	326	225	208	192
SOS2	600	185	457	211	300	282	131	270	491	428	489	374
L2HGDH	509	59	301	110	145	154	67	129	488	304	305	371
MIR4504	0	1	0	2	1	0	0	0	0	4	0	0
ENSG00000259071	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258857	2	7	0	4	12	12	14	10	1	2	1	3
CDKL1	196	150	109	205	422	278	148	327	210	151	145	136
RPGRIP1	15	28	7	39	61	49	40	47	10	11	0	6
ENSG00000272444	6	0	0	1	2	0	1	1	3	3	6	4
ENSG00000259013	1	6	0	17	6	5	3	9	0	0	0	0
COX16	85	30	53	44	61	61	27	58	67	49	38	47
SYNJ2BP-COX16	0	2	1	4	14	9	1	6	0	0	1	0
RNU2-51P	1	0	0	1	1	0	0	4	0	0	0	0
SYNJ2BP	325	15	169	15	36	24	4	22	310	252	254	208
ADAM21	0	13	5	8	17	7	6	14	5	0	2	1
ENSG00000257759	0	0	0	1	5	0	1	0	0	0	0	0
RNU6-659P	0	1	0	1	0	0	0	0	0	0	0	0
ADAM20	0	3	0	1	14	15	7	10	2	0	7	0
ENSG00000274397	0	0	0	7	3	2	2	1	0	0	0	0
MED6	702	25	315	34	56	66	20	46	679	431	386	450
ENSG00000259115	0	0	0	0	0	0	0	0	0	0	0	0
KRT18P7	9	4	5	3	7	4	4	5	8	6	5	4
TTC9-DT	12	15	11	20	64	31	24	39	16	9	28	7
RN7SL77P	0	0	0	0	0	0	0	0	0	0	0	0
TTC9	1357	184	513	287	366	287	136	325	1381	1007	1014	642
ENSG00000275630	0	7	1	18	22	19	17	9	5	3	3	4
ENSG00000287153	0	0	0	0	2	2	0	3	0	0	0	0
ENSG00000287777	0	1	0	2	0	0	0	1	0	0	0	0
EGLN3-AS1	0	5	0	9	7	5	4	6	0	0	0	0
RN7SKP108	0	2	0	0	2	1	0	0	0	0	0	0
ENSG00000287350	0	6	0	3	3	8	4	11	0	0	0	0
LINC02299	0	3	0	8	15	2	4	3	0	0	0	0
ENSG00000287772	0	2	0	3	5	6	2	2	0	0	0	0
ENSG00000280070	2	6	0	15	15	7	4	10	2	2	0	1
ENSG00000288034	0	3	0	2	1	2	0	1	0	0	0	0
ENSG00000259026	0	0	0	1	13	1	3	5	0	0	0	0
ENSG00000258393	1	4	0	6	8	10	1	10	0	0	0	0
MAP3K9	953	46	409	72	102	83	40	85	879	683	618	654
ENSG00000258680	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270713	0	0	0	1	3	0	0	5	0	0	0	0
Y_RNA	0	0	0	1	0	3	0	5	0	0	0	0
SEC23A	1064	65	789	96	161	136	77	108	927	767	926	750
ENSG00000259121	1	1	0	0	4	1	3	3	3	0	0	0
SEC23A-AS1	0	28	0	47	72	62	31	65	0	0	0	0
PPIAP4	4	5	0	3	5	1	5	0	3	0	1	2
TRAPPC6B	259	172	80	235	399	324	147	277	232	141	129	136
ENSG00000285830	4	1	6	2	4	2	4	0	3	4	6	5
RPL7AP2	6	5	0	1	6	4	3	1	0	1	4	0
PNN-AS1	10	56	2	95	179	134	54	122	11	2	5	4
PNN	5117	95	2341	150	253	178	91	172	4027	2518	2367	2950
ENSG00000258671	0	0	0	3	3	0	0	0	0	0	0	0
YTHDF2P1	18	2	6	1	3	9	2	5	27	5	7	24
MIA2-AS1	18	101	4	151	216	184	107	174	17	9	9	7
ENSG00000258425	0	0	0	0	3	1	0	2	0	0	0	0
ENSG00000258976	0	11	0	6	27	11	13	3	0	0	0	2
AREL1	1986	76	764	111	171	157	52	125	2234	1019	907	1505
ENSG00000258439	3	6	2	8	6	19	3	9	3	1	1	0
ENSG00000222604	0	0	0	3	1	2	2	4	0	0	0	0
FCF1	847	44	474	68	157	64	37	64	866	639	639	513
YLPM1	2644	312	1238	447	709	545	267	521	2685	1693	1474	2027
LGALS3	701	15	426	22	30	22	6	33	741	656	729	430
DLGAP5	2133	97	738	152	291	174	85	220	2007	1127	953	1286
ENSG00000258050	0	0	0	1	0	1	1	7	0	1	1	0
ENSG00000279392	137	0	73	1	1	1	0	0	133	80	68	82
COX5AP1	107	0	51	0	3	0	0	0	105	54	51	71
FBXO34-AS1	3	60	0	60	110	98	56	51	4	0	2	0
FBXO34	726	85	364	102	189	193	84	139	829	545	650	468
ENSG00000239686	0	2	1	2	7	2	0	6	0	2	0	0
Metazoa_SRP	0	3	2	0	2	3	1	0	0	1	0	0
CHMP4BP1	16	5	5	6	15	6	4	3	13	9	7	11
ENSG00000258455	0	5	0	10	23	14	12	10	0	0	0	0
ATG14	314	24	199	34	81	54	25	46	341	211	227	187
HMGN1P1	9	0	3	1	2	2	0	1	15	5	14	8
RPL7AP4	59	9	8	3	5	10	5	2	68	15	13	48
ABI1P1	4	102	1	89	269	131	63	125	5	3	0	1
Y_RNA	3	2	1	3	0	1	0	0	0	2	2	1
ZFYVE26	1742	118	954	154	233	252	118	201	1799	962	895	1688
ENSG00000258837	0	3	1	2	8	5	3	6	1	0	0	0
RN7SL706P	0	5	0	0	4	1	2	4	0	0	0	0
RN7SL108P	0	7	0	1	7	1	4	1	0	0	0	0
RPL7AP5	5	11	2	15	24	38	25	29	3	2	0	6
PPIAP6	12	0	2	2	2	6	2	6	15	3	0	8
ENSG00000287385	4	5	8	4	5	18	1	6	2	2	7	3
ENSG00000258623	1	32	2	38	88	114	41	37	0	4	14	4
RPL12P7	0	0	0	1	0	2	4	1	0	0	1	0
ENSG00000287167	1	57	1	51	119	76	48	63	0	3	1	0
PAPOLA-DT	24	244	15	373	583	382	237	418	24	35	26	15
LINC02304	0	0	0	0	1	2	0	2	0	0	0	0
ENSG00000258860	1	4	0	10	10	6	3	1	0	0	0	0
RPLP0P3	11	2	2	5	7	5	0	2	23	6	1	10
DNAJC8P1	52	7	22	7	11	2	2	15	43	30	17	34
ENSG00000259017	0	1	0	5	2	1	2	0	0	0	0	0
RPS3AP4	2	0	0	3	1	3	1	2	1	1	1	2
KRT18P6	0	0	0	4	1	3	2	5	0	0	0	0
INSM2	0	10	0	6	9	10	8	9	0	0	0	1
ENSG00000253059	0	1	0	0	3	3	1	0	0	0	0	0
QRSL1P3	1	13	0	5	16	8	6	3	0	0	0	0
ENSG00000258938	5	74	2	100	165	151	61	126	3	4	7	4
NUTF2P2	0	0	0	0	0	0	0	0	0	0	0	0
BRMS1L	272	71	72	81	143	117	57	133	217	143	109	133
ENSG00000257272	0	1	1	5	7	4	5	5	0	0	2	0
ENSG00000257307	9	7	4	10	6	7	1	6	15	3	9	12
ENSG00000257614	0	2	0	2	6	0	0	5	0	0	0	0
ILF2P2	0	4	0	2	13	6	1	2	1	0	0	0
ENSG00000257826	1	2	0	3	1	3	1	4	1	0	2	0
ZNF839	408	147	273	176	279	224	127	218	397	252	296	303
RABGGTA	1750	158	938	224	422	283	145	240	1650	1217	1216	1145
PPP4R3A	2848	436	1652	574	757	561	340	655	2487	2009	2054	1649
ESR2	72	131	57	134	345	223	136	233	90	30	67	69
HAUS4	633	95	320	116	181	127	64	139	679	391	412	432
FITM1	18	10	2	11	11	15	8	12	18	8	12	15
OR4K2	0	9	0	17	27	25	3	8	0	0	0	0
LRFN5	0	14	0	19	18	20	7	11	0	0	0	0
OR4M1	0	2	0	2	8	3	2	4	0	0	0	0
OR4K14	0	0	0	1	7	2	0	1	0	0	0	0
OR6J1	0	10	0	11	22	7	4	15	0	0	1	0
OR4K13	0	7	0	0	15	12	2	29	0	0	0	0
OR4K1	0	1	0	3	2	1	3	5	0	0	0	0
OR10G3	0	0	0	5	14	5	1	2	0	0	0	0
C14orf178	0	0	5	1	1	0	0	1	1	0	0	1
NF1P4	0	0	0	0	0	0	0	0	0	0	0	0
NF1P11	0	0	0	0	0	0	0	0	0	0	0	0
RALGAPA1	371	170	163	307	433	548	293	438	305	217	177	225
MAP4K5	464	102	412	107	178	120	67	139	432	371	393	332
DYNC1H1	7964	206	2679	256	378	392	190	304	7602	4071	3595	5477
ACIN1	6637	206	2723	322	548	445	203	429	6701	3850	3702	4537
CHURC1-FNTB	0	0	0	0	0	0	0	0	0	0	0	0
RAB15	131	31	75	26	63	49	20	54	169	62	124	100
FNTB	238	227	121	303	484	306	179	378	241	160	151	141
ENSG00000272158	0	46	1	81	157	85	54	131	2	0	1	0
MIR4706	1	0	0	1	1	0	1	0	0	1	0	0
ENSG00000259118	8	6	3	8	19	15	5	9	3	5	4	7
MRPL52	2369	178	742	254	322	288	149	319	2795	918	967	1743
CCDC196	0	14	5	9	33	45	14	31	2	0	2	2
ZDHHC22	0	4	0	3	15	12	3	9	2	0	0	0
ENSG00000269883	0	0	0	8	6	8	2	2	0	0	0	0
FAM204DP	0	1	0	1	7	2	1	0	0	0	0	2
ENSG00000201384	0	0	0	0	0	2	0	0	0	0	0	0
MIR1260A	0	0	0	0	0	0	0	0	0	0	0	0
GSTZ1	965	150	539	232	366	312	173	326	1077	753	709	774
TMED8	3278	114	1556	171	261	194	100	215	2592	2077	1910	1787
ENSG00000258510	2	4	0	2	8	5	4	3	0	2	5	0
NUDT14	51	7	120	3	19	8	1	10	86	78	125	66
ENSG00000258500	1	1	0	0	0	0	0	0	1	0	0	0
RN7SKP92	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000259031	1	0	0	0	1	1	0	0	1	2	1	1
ENSG00000258576	0	0	0	0	2	0	0	1	0	0	0	0
BNIP3P1	21	0	24	1	0	0	1	1	10	29	26	12
RPL26P3	0	1	0	1	1	0	0	1	0	0	0	0
LINC02327	1	25	0	13	30	30	4	10	0	0	0	1
LINC02326	0	3	0	6	8	6	5	3	0	0	0	0
ENSG00000258028	0	7	0	7	24	26	7	14	0	0	0	0
RNU6-864P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257522	0	21	0	15	28	34	11	17	0	0	0	0
ENSG00000258107	0	1	0	0	2	4	0	2	0	0	0	0
ENSG00000286040	0	4	0	5	4	17	2	10	0	0	0	0
RNU11-5P	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000257120	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1234P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287142	0	0	0	3	2	0	1	1	0	0	0	0
HSPA2-AS1	16	29	10	34	50	35	27	53	4	15	17	5
ENSG00000259160	0	0	0	2	2	0	0	0	0	0	0	0
PPP1R36	2	8	0	10	25	17	8	15	0	0	0	0
ENSG00000259076	0	1	0	0	1	1	2	0	0	0	0	0
NUP50P1	21	2	9	1	1	6	4	1	13	8	14	11
PLEKHG3	4	7	14	16	28	35	14	12	28	5	24	11
SPTB	3	13	12	35	31	45	14	32	5	0	2	7
MIR7855	0	1	0	1	0	0	0	0	0	0	0	0
POMT2	319	84	159	130	206	134	79	122	330	178	173	231
OR4N5	0	1	0	4	8	2	4	3	0	0	0	0
OR4E2	0	0	0	4	6	9	4	14	0	0	0	0
MIR624	0	0	0	0	0	0	1	1	1	0	0	0
BTBD6	1039	19	488	27	39	27	10	26	1183	605	616	743
OR11H4	0	1	0	2	1	0	3	8	0	0	0	0
ATL1	12	68	8	105	200	153	75	150	18	20	19	13
ENSG00000240513	1	0	0	0	0	1	3	3	1	0	0	1
ENSG00000213867	354	1	56	3	7	10	1	2	387	76	67	248
COCH	171	33	85	46	78	83	44	41	191	109	98	150
ENSG00000258525	17	3	10	8	13	10	3	15	11	3	13	12
STRN3	329	169	227	223	307	229	137	269	300	319	278	166
HIGD1AP17	0	0	0	0	8	0	1	1	0	1	0	0
ENSG00000258968	0	2	0	6	1	3	3	0	0	0	1	0
RPL21P5	6	0	1	3	2	8	2	1	5	3	1	3
RNU6-541P	0	0	0	0	0	1	0	0	0	0	0	0
Y_RNA	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000257831	0	8	0	3	2	6	5	4	0	0	0	0
Y_RNA	0	0	0	0	1	0	1	1	0	0	0	0
ACTN1	172	73	296	62	137	125	56	78	713	200	448	435
AP4S1	272	288	162	390	689	516	291	604	305	150	144	217
LINC02329	0	2	0	5	14	6	1	5	0	0	0	0
LINC00911	0	3	0	4	4	0	1	2	0	0	0	0
FLRT2	0	38	5	58	108	88	34	49	0	3	1	1
ENSG00000286333	4	26	0	47	62	28	16	75	1	3	3	2
MIR7843	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258871	3	10	0	13	27	16	13	19	0	0	2	1
ENSG00000285936	0	1	1	1	8	9	3	8	1	0	0	0
Y_RNA	0	0	0	2	0	6	0	3	0	0	0	0
RPL36P3	12	1	0	0	0	0	0	0	10	0	1	7
PAPOLA	4161	165	1992	224	380	246	133	264	3670	2919	2887	2368
CHURC1	535	51	292	74	155	112	46	111	415	262	210	313
GEMIN2	406	95	232	151	175	166	78	165	444	241	312	299
DPF3	93	68	18	90	123	140	68	118	113	60	42	59
OR11H12	0	0	0	0	0	1	0	0	0	0	0	0
OR11G2	0	3	0	3	7	10	3	15	1	0	0	0
PABPN1	1404	127	692	175	266	221	131	207	1424	801	947	970
SDR39U1	318	202	179	336	473	403	182	422	300	227	228	188
NGB	0	3	0	1	3	4	0	6	0	0	1	0
RNASE3	0	0	0	0	0	0	0	4	0	0	0	0
TRAV6	0	0	0	2	4	1	2	3	0	0	0	0
TRAV7	0	0	0	0	0	0	0	0	0	0	0	0
TRAV8-1	0	1	0	0	2	3	0	1	0	0	0	0
TRAV9-1	0	1	0	0	1	5	0	0	0	0	0	0
TRAV10	0	1	0	0	0	3	2	2	0	0	0	0
TRAV11	0	0	0	1	2	0	1	0	0	0	0	0
TRAV12-1	0	1	0	0	0	1	0	0	0	0	0	0
TRAV8-2	0	1	0	1	3	2	1	3	0	0	0	0
TRAV8-3	0	0	0	1	1	0	1	0	0	0	0	0
TRAV13-1	0	0	0	0	0	0	1	2	0	0	0	0
TRAV12-2	0	2	0	1	2	0	1	2	0	0	0	0
TRAV8-4	0	0	0	1	7	2	0	0	0	0	0	0
TRAV8-5	0	1	0	0	4	0	1	1	0	0	0	0
TRAV13-2	0	2	0	4	4	6	1	4	0	0	0	0
TRAV14DV4	0	7	0	3	22	18	4	6	0	0	0	0
TRAV9-2	0	0	0	0	2	1	1	2	0	0	0	0
TRAV15	0	1	0	0	4	1	0	0	0	0	0	0
ENSG00000258557	0	0	0	1	0	0	0	0	0	0	0	0
TRAV12-3	0	0	0	1	2	2	0	3	0	0	0	0
TRAV8-6	0	0	0	1	2	0	0	6	0	0	0	0
